,ma120,ma120_slope,ma20,ma20_slope,ma5,ma5_slope,ma60,ma60_slope,weighted_avg,날짜,종목명,종목코드,주식_종가,시가총액
2520,2110.4583333333335,-0.0003158871493160505,2182.25,0.0002291213197388017,2154.0,-0.002785515320334262,2142.4166666666665,-0.00042786572795512005,-0.0018233416245308244,2021.06.22,교보10호기업인수목적,355150,2145,11300000000
2700,2141.4166666666665,-0.0046698058139082385,2908.0,-0.00025790921595598347,2926.0,0.007518796992481203,2673.0833333333335,-0.007232596564516688,0.0038788862547745047,2021.06.22,아이비김영,339950,2840,127200000000
2880,45653.333333333336,0.0016428154205607476,38720.0,0.005165289256198347,35260.0,0.022688598979013045,42752.5,0.005145897900707561,0.01637737774869694,2021.06.22,메디안디노스틱,233250,35000,61100000000
3060,4892.25,-0.000485461699626961,5148.0,-0.0011655011655011655,5150.0,0.002330097087378641,5036.083333333333,-0.0007446262803435209,0.0011827271606801833,2021.06.22,미래에셋맵스리츠,357250,5130,103100000000
3240,1470.25,0.0013319730204613212,1440.0,0.0,1440.0,0.0,1440.0,0.0,6.659865102306606e-05,2021.06.22,한국정밀기계,101680,1440,12100000000
3420,19516.25,-0.000298896218962768,19190.0,-0.0003908285565398645,19070.0,-0.001048767697954903,19320.833333333332,-4.313133491475285e-05,-0.0007791226594182736,2021.06.22,비비씨,318410,19100,103700000000
3600,4483.625,-0.0014775990409545848,4095.5,-0.003601513856671957,4160.0,-0.0009615384615384616,4207.833333333333,-0.0014457163227313418,-0.001563754355655255,2021.06.22,삼기,122350,4180,161400000000
3780,2811.5833333333335,0.0020895699339043834,2354.75,0.004246735322221043,2289.0,-0.00873743993010048,2438.5,0.0026997471122958724,-0.004455535682196297,2021.06.22,씨앤에스링크,245450,2295,3600000000
3960,53956.666666666664,0.0014826712794217582,52680.0,0.003132118451025057,51800.0,-0.003088803088803089,52895.833333333336,-0.0005986608901143098,-0.0013670308425573399,2021.06.22,유나이티드,033270,52700,849600000000
4140,7265.25,-0.0014222956310289434,7590.5,-0.0007904617614122917,7596.0,0.00105318588730911,7691.333333333333,-0.0009534541041864909,0.00036001828249836686,2021.06.22,지니언스,263860,7560,70500000000
4320,8564.291666666666,0.008577280666332664,2853.25,-0.007447647419609218,3039.0,-0.03060217176702863,5415.583333333333,0.01900380076015209,-0.019051697023158613,2021.06.22,파라텍,033540,3185,134800000000
4500,35578.75,-0.0004333110822236375,39260.0,-0.0005094243504839531,39110.0,0.008182050626438252,36784.166666666664,-0.0021748487800457624,0.004977297604972315,2021.06.22,예스코홀딩스,015360,38600,231300000000
4680,3894.6666666666665,0.0009949503594659363,3701.25,0.0,3652.0,0.004381161007667032,3762.5,0.00024363233665555218,0.0029218654066224224,2021.06.22,시노펙스,025320,3620,264400000000
4860,5020.208333333333,-0.0007635805286964578,5327.5,-0.005255748474894416,5476.0,0.0003652300949598247,5301.25,-0.001383321543661029,-0.0009902613140559229,2021.06.22,모나리자,012690,5480,200800000000
5040,1377.375,-0.003085579453670932,1571.0,-0.00429662635264163,1603.0,0.008733624454148471,1424.1666666666667,-0.0015798712697483908,0.004505264525009795,2021.06.22,티웨이홀딩스,004870,1550,119700000000
5220,13911.666666666666,-0.00017970528333533008,13347.5,-0.00037460198539052256,13310.0,0.0015026296018031556,13629.166666666666,0.0001222867624580529,0.0009050322561729854,2021.06.22,씨앤지하이테크,264660,13250,111400000000
5400,39962.916666666664,-0.001501391915421589,44095.0,-0.004875836262614809,46300.0,-0.006695464362850972,41623.333333333336,-0.00352366461119576,-0.00575465514526675,2021.06.22,삼화왕관,004450,46300,99700000000
5580,8274.75,-0.0038772571175363533,9731.5,0.00010275908133381288,9340.0,0.005781584582441114,9739.0,0.002857925180545635,0.0038705114570312324,2021.06.22,백산,035150,9030,217100000000
5760,24752.5,-0.002743830589502793,32810.0,-0.015315452605912832,35780.0,-0.006428172163219676,26150.0,-0.013288718929254302,-0.008707465849675926,2021.06.22,피엔에이치테크,239890,35950,165300000000
5940,1633.375,-0.0020152547128900237,1818.25,0.00013749484394335213,1752.0,-0.01769406392694064,1754.3333333333333,-0.0034676040281208004,-0.011921165722179326,2021.06.22,비엔디생활건강,215050,1845,3900000000
6120,9533.583333333334,-0.0017219828151360938,10670.0,0.0037488284910965324,10480.0,0.003816793893129771,10294.166666666666,-0.001910467093013784,0.0029535358786954746,2021.06.22,하림지주,003380,10250,946500000000
6300,2230.4166666666665,-0.0022977769475060715,2426.5,-0.002369668246445498,2462.0,-0.008123476848090982,2368.3333333333335,-0.0023574947220268054,-0.006104831920126222,2021.06.22,에스코넥,096630,2465,162100000000
6480,7689.25,-0.004649348115876061,9286.5,-0.0017229311365961342,8724.0,0.009170105456212746,7475.333333333333,-0.005886025149380184,0.004794912398487237,2021.06.22,삼성제약,001360,8720,588300000000
6660,2695.625,-0.001623000231857176,2719.25,-0.00836627746621311,2926.0,-0.010252904989747095,2810.9166666666665,-0.0023124129139367347,-0.008650035039564767,2021.06.22,화인베스틸,133820,2995,88200000000
7019,1236.1666666666667,-0.0014830794121613738,1268.75,-0.00039408866995073894,1280.0,0.0046875,1315.25,0.0014572641449661604,0.0030396297098983995,2021.06.22,퓨쳐스트림네트웍스,214270,1250,157700000000
7199,3045.2083333333335,-0.003338578367654201,3515.5,-0.0022045228274783103,3572.0,-0.0002799552071668533,3500.1666666666665,-0.0034998333412694636,-0.0011397877026637733,2021.06.22,CNH,023460,3560,130900000000
7558,34045.416666666664,0.0011259469581075014,30377.5,0.0002468932598140071,30050.0,0.00033277870216306157,31145.833333333332,0.002702341137123785,0.000592216269986545,2021.06.22,아모텍,052710,30000,292800000000
7738,8283.25,-0.0014889485809717127,9205.5,0.000271576774754223,9042.0,-0.0011059500110595002,8603.833333333334,-0.0038161284698681524,-0.0011206124282732313,2021.06.22,삼영이엔씨,065570,9080,87000000000
7918,21792.916666666668,0.002676710704930828,19117.5,-0.0032692559173532103,19290.0,-0.0036288232244686366,19636.666666666668,0.0014004413512137158,-0.002738706609007343,2021.06.22,선진뷰티사이언스,086710,19150,115600000000
8098,313275.0,0.0029659777086160277,258975.0,-0.003185635679119606,268100.0,-0.0033569563595673255,262291.6666666667,0.0003177124702143819,-0.002639078637090443,2021.06.22,SK케미칼,285130,265000,3120000000000
8278,33261.25,0.0002505417966352966,33827.5,-0.0031039834454216243,34280.0,0.0026254375729288216,33960.0,-0.00019630938358846411,0.0010786338847923278,2021.06.22,삼성카드,029780,34250,3950800000000
8458,8282.916666666666,3.0182604758790687e-05,8212.0,0.001035070628348758,8172.0,0.0024473813020068525,8347.333333333334,0.0008186247104862376,0.0018811835732607692,2021.06.22,코리아센터,290510,8100,615700000000
8638,10848.583333333334,-0.0009217793413886606,11832.5,0.0038030847242763576,11530.0,0.0017346053772766695,11550.166666666666,-0.0023809180242709343,0.0016039296705885804,2021.06.22,대상홀딩스,084690,11450,416400000000
8818,3964.375,-0.005780650585947726,5271.0,-0.01821286283437678,5636.0,-0.01171043293115685,4376.916666666667,-0.0076157112122309705,-0.012304957622647791,2021.06.22,TJ미디어,032540,5820,82100000000
8998,15830.0,-0.0005001052853231876,14950.0,0.006354515050167224,14380.0,0.0,15103.333333333334,-0.0001655263738689031,0.0012293451083803953,2021.06.22,애니젠,196300,14350,72600000000
9178,13348.333333333334,0.004994381321013814,9859.0,-0.0032964803732630082,10170.0,-0.007472959685349066,10002.5,-8.331250520709219e-05,-0.005275332054599514,2021.06.22,엠투아이,347890,10150,170500000000
9358,4019.375,-0.0033794640543202575,4598.0,-0.0010330578512396695,4549.0,0.0024181138711804793,4494.0,-0.002113929684023142,0.0009847962749010507,2021.06.22,흥국화재,000540,4490,288400000000
9538,1603.4166666666667,-0.0020788940283769978,1725.5,-0.0036221385105766443,1804.0,-0.003880266075388027,1702.1666666666667,-0.0023009889356702686,-0.0035806442461034237,2021.06.22,인터엠,017250,1780,38000000000
9718,2170.125,-0.000998406389800825,2310.0,0.0,2310.0,0.0,2249.6666666666665,-0.0015557860423766484,-0.00020549892372770612,2021.06.22,유진스팩4호,321260,2310,8100000000
9898,2110.6666666666665,-0.000533006948831333,2170.0,0.0,2170.0,0.0,2151.25,-0.00042610885144288903,-6.926123258585556e-05,2021.06.22,유진스팩5호,331380,2170,8700000000
10078,36133.333333333336,0.0032057195571954375,31567.5,7.919537499010058e-05,31030.0,0.0003222687721559781,33472.5,0.0018672044215400701,0.0005723201969131848,2021.06.22,에스씨엠생명과학,298060,31150,370800000000
10258,664.875,-0.0052140126590211645,810.75,0.0025285229725562188,769.6,0.017931392931392873,806.8166666666667,-0.001322068210456799,0.011768202545919872,2021.06.22,이트론,096040,739,386600000000
10438,4947.083333333333,-0.00020213930767287123,5214.5,-0.0005753188225141433,5176.0,0.00115919629057187,5069.166666666667,-0.0008877198750616472,0.0005395348714790787,2021.06.22,이지스레지던스리츠,350520,5180,106500000000
10618,53063.75,-0.0036512685213540316,63645.0,-0.012569722680493361,67660.0,-0.00975465563109666,58240.0,-0.004492902930402888,-0.009486324415419491,2021.06.22,이녹스첨단소재,272290,68400,668700000000
10798,5803.625,-0.0008902481925808387,6449.5,0.0009303046747809908,6484.0,-0.0015422578655151142,6043.666666666667,-0.004260658540621035,-0.0012869849413197716,2021.06.22,바이오리더스,142760,6530,179000000000
11157,2617.3333333333335,-0.000955170657157412,2876.5,-0.005214670606640014,2961.0,-0.003377237419790611,2735.6666666666665,-0.0029852564883635366,-0.003584422625886124,2021.06.22,화천기계,010660,2925,63700000000
11337,36147.916666666664,-0.00011526713157736361,34607.5,-0.0022393989742107924,35180.0,-0.0017055144968732233,36723.333333333336,0.001384224380502727,-0.001423805136338349,2021.06.22,원익머트리얼즈,104830,35100,441300000000
11696,1942.2083333333333,-0.0008152232209898136,2061.5,-0.012248362842590347,2197.0,-0.01456531634046427,2111.3333333333335,-0.0012235554152195223,-0.012080244892391286,2021.06.22,멜파스,096640,2310,81800000000
11876,23070.416666666668,0.0035940688833100503,20985.0,0.0007147962830593281,20410.0,0.0039196472317491425,21825.0,0.0023673157693776805,0.0031071649783520785,2021.06.22,부광약품,003000,20300,1439000000000
12056,9056.0,-0.0013342903415783944,10314.0,-0.0047023463253829745,10520.0,0.0038022813688212928,9491.166666666666,-0.0032486346954184197,0.001139435638036484,2021.06.22,케이티스카이라이프,053210,10450,504500000000
