,종목명,종목코드,기업코드,날짜,분기,유동자산,부채총계,청산가치,weighted_avg,주식_종가,증감
744,엔피디,198080,876643,2021.06.21,2021년 1분기 보고서,67232451175,42523209393,24709241782,-0.0016048672101755125,4220,0.08483290488431877
746,이더블유케이,258610,961507,2021.06.21,2021년 1분기 보고서,20485789436,56899637181,-36413847745,-0.013515840004551574,7960,0.05151915455746367
748,나이스디앤비,130580,606293,2021.06.21,2021년 1분기 보고서,43451571074,14985036736,28466534338,-0.0005088955547845486,10950,0.08415841584158416
750,우신시스템,017370,142883,2021.06.21,2021년 1분기 보고서,99676915931,97012743899,2664172032,0.00015071869401523465,5520,-0.04827586206896552
752,알엔투테크놀로지,148250,915508,2021.06.21,2021년 1분기 보고서,46303745394,35695287445,10608457949,-0.0015555457740066274,15400,-0.08875739644970414
754,보라티알,250000,1124680,2021.06.21,2021년 1분기 보고서,55498212107,29031832520,26466379587,-0.04200529335747347,21850,0.3873015873015873
756,한국큐빅,021650,160010,2021.06.21,2021년 1분기 보고서,40421793620,6143880240,34277913380,-0.004731189136853013,5500,0.007326007326007326
758,애경유화,161000,936787,2021.06.21,2021년 1분기 보고서,298518479371,123330500862,175187978509,0.004900529574348608,11650,0.004310344827586207
760,NE능률,053290,363927,2021.06.21,2021년 1분기 보고서,77308088169,26318138273,50989949896,0.008644520491774135,23800,0.9833333333333333
762,애니플러스,310200,1335578,2021.06.21,2021년 1분기 보고서,21383846436,14836136853,6547709583,0.0019301674766633067,3745,1.326086956521739
764,네오셈,253590,1170865,2021.06.21,2021년 1분기 보고서,57948569647,37259122499,20689447148,-0.009910710809304082,3330,-0.05531914893617021
766,엔젠바이오,354200,1397903,2021.06.21,2021년 1분기 보고서,40288654835,7985366455,32303288380,0.00438471139953126,19850,0.20303030303030303
768,KMH하이텍,052900,276834,2021.06.21,2021년 1분기 보고서,43475069129,38004588642,5470480487,0.0029488344826638976,1885,-0.05513784461152882
770,푸드나무,290720,1259311,2021.06.21,2021년 1분기 보고서,53573744033,16072049940,37501694093,0.0006466362622239414,25550,-0.013513513513513514
772,세아특수강,019440,133991,2021.06.21,2021년 1분기 보고서,263840942445,137441078758,126399863687,0.0038333926335889276,16500,0.19133574007220217
774,제이엔케이히터,126880,442154,2021.06.21,2021년 1분기 보고서,126421558488,87819567002,38601991486,-0.0031761012877624707,7330,-0.02913907284768212
776,티비에이치글로벌,084870,409672,2021.06.21,2021년 1분기 보고서,67115404866,57004364491,10111040375,-0.0030961802942240393,2715,0.4103896103896104
778,YW,051390,296263,2021.06.21,2021년 1분기 보고서,72492840909,42476952303,30015888606,-0.007065671140786876,5010,0.06369426751592357
780,린드먼아시아,277070,616962,2021.06.21,2021년 1분기 보고서,52190676086,23767123924,28423552162,0.008548912868945959,6690,0.15944540727902945
782,이엠넷,123570,616290,2021.06.21,2021년 1분기 보고서,55861859825,26027203549,29834656276,0.0029323489093361437,6910,0.3683168316831683
784,이원컴포텍,088290,409140,2021.06.21,2021년 1분기 보고서,20079757501,31693561848,-11613804347,-0.007573528177033582,8900,0.14102564102564102
786,알에프텍,061040,309831,2021.06.21,2021년 1분기 보고서,93102238597,57249239688,35852998909,-0.0047604444568662705,8500,0.09254498714652956
788,자이에스앤디,317400,367844,2021.06.21,2021년 1분기 보고서,224921490136,263434706873,-38513216737,-0.00043250442684185256,10700,-0.0228310502283105
790,엔케이맥스,182400,977650,2021.06.21,2021년 1분기 보고서,35904746661,67294298150,-31389551489,0.004906900480559765,14200,-0.2111111111111111
792,와이즈버즈,273060,1236532,2021.06.21,2021년 1분기 보고서,54747837942,23822837983,30924999959,0.002972928652057335,2100,0.2034383954154728
794,사조오양,006090,141875,2021.06.21,2021년 1분기 보고서,130286789543,130940751541,-653961998,0.009417115670146047,11400,0.045871559633027525
796,넥스트아이,137940,614593,2021.06.21,2021년 1분기 보고서,56208516086,36528112464,19680403622,-0.003176352802344636,1975,0.4794007490636704
798,대웅,003090,111810,2021.06.21,2021년 1분기 보고서,360001484099,29070990000,330930494099,-0.0038125585527278992,38900,0.18960244648318042
800,경보제약,214390,101664,2021.06.21,2021년 1분기 보고서,132931232083,94845028199,38086203884,0.004960729869266748,12350,0.01646090534979424
802,셀트리온제약,068760,541349,2021.06.21,2021년 1분기 보고서,257161732226,270144580388,-12982848162,-0.011069509955670596,166700,0.11133333333333334
804,우양,103840,486875,2021.06.21,2021년 1분기 보고서,43527075903,85654560233,-42127484330,0.0027723416212718744,5810,-0.10477657935285054
806,까뮤이앤씨,013700,129420,2021.06.21,2021년 1분기 보고서,54300157729,86045523109,-31745365380,0.0013779125864170885,2650,0.2072892938496583
808,한샘,009240,161693,2021.06.21,2021년 1분기 보고서,1083399632814,706273406692,377126226122,0.008276945126062907,103500,-0.11158798283261803
810,유틸렉스,263050,1110678,2021.06.21,2021년 1분기 보고서,38868185013,7899058000,30969127013,-0.004459315420744872,34200,-0.13527180783817952
812,캠시스,050110,330044,2021.06.21,2021년 1분기 보고서,112990984233,147478800706,-34487816473,-0.0019141513920098874,2230,-0.16165413533834586
814,위닉스,044340,293886,2021.06.21,2021년 1분기 보고서,157751934118,150002022254,7749911864,0.0028809791305553565,23200,0.015317286652078774
816,SG세계물산,004060,133511,2021.06.21,2021년 1분기 보고서,145815732854,77078926407,68736806447,-0.004381875099299228,869,0.1695827725437416
818,가비아,079940,506294,2021.06.21,2021년 1분기 보고서,21976322400,38816350424,-16840028024,-0.025070508575077158,17850,0.14790996784565916
820,파이오링크,170790,492353,2021.06.21,2021년 1분기 보고서,51869261606,18211872928,33657388678,-0.0011250118671784686,13900,0.09881422924901186
822,JW중외제약,001060,149947,2021.06.21,2021년 1분기 보고서,327710776095,317295776037,10415000058,0.0018128394360956788,28700,-0.03204047217537943
824,정산애강,022220,140061,2021.06.21,2021년 1분기 보고서,60859687953,12037367445,48822320508,0.002214628618321868,2490,0.16627634660421545
826,디에스케이,109740,530121,2021.06.21,2021년 1분기 보고서,69963460239,47140803791,22822656448,-0.009009410229468908,7710,0.18433179723502305
828,대유에이피,290120,1182578,2021.06.21,2021년 1분기 보고서,65143440494,112663061246,-47519620752,-0.0038408607009946744,8660,0.23714285714285716
830,AK홀딩스,006840,125080,2021.06.21,2021년 1분기 보고서,28796557345,161844420677,-133047863332,0.006148918710973177,32750,0.22659176029962547
832,대아티아이,045390,318316,2021.06.21,2021년 1분기 보고서,98992891517,61190163961,37802727556,-0.007600547889918087,6800,0.3127413127413127
834,로체시스템즈,071280,363486,2021.06.21,2021년 1분기 보고서,48688051943,47927261363,760790580,0.0006227131860640406,5900,-0.03278688524590164
836,엠에프엠코리아,323230,1384477,2021.06.21,2021년 1분기 보고서,51284587839,38344979032,12939608807,0.008323115152715697,3475,0.6547619047619048
838,백광산업,001340,122472,2021.06.21,2021년 1분기 보고서,45934616528,140699107975,-94764491447,-0.0002052196551642478,6370,0.39846322722283206
840,디스플레이텍,066670,371740,2021.06.21,2021년 1분기 보고서,81669809033,33334646699,48335162334,0.001859601803840845,4945,0.010214504596527068
842,영림원소프트랩,060850,532129,2021.06.21,2021년 1분기 보고서,33873089822,19054270884,14818818938,0.0020038918164145916,12050,-0.08365019011406843
844,와이지엔터테인먼트,122870,613318,2021.06.21,2021년 1분기 보고서,175146499095,63866017536,111280481559,-0.006186316146499488,52800,0.18651685393258427
846,한국비엔씨,256840,1179617,2021.06.21,2021년 1분기 보고서,13994929162,34006093621,-20011164459,0.0028833877166825517,7710,0.056164383561643834
848,서남,294630,867973,2021.06.21,2021년 1분기 보고서,7506740174,4184339554,3322400620,0.004114211066910522,4095,0.22972972972972974
850,팅크웨어,084730,438036,2021.06.21,2021년 1분기 보고서,129116825428,62883065088,66233760340,0.0008801871414593428,15500,-0.025157232704402517
852,휠라홀딩스,081660,195229,2021.06.21,2021년 1분기 보고서,627659287636,283014446804,344644840832,-0.005791824654897863,55500,0.2862108922363847
854,그린케미칼,083420,454946,2021.06.21,2021년 1분기 보고서,86914475073,65856567062,21057908011,0.00878364226132329,11750,-0.15770609318996415
856,디씨엠,024090,177199,2021.06.21,2021년 1분기 보고서,131657671545,49005111971,82652559574,0.004868947975787411,16650,-0.05397727272727273
858,일신방직,003200,146269,2021.06.21,2021년 1분기 보고서,254374822313,103127622507,151247199806,0.010349986313942142,108000,0.14285714285714285
860,우림기계,101170,567222,2021.06.21,2021년 1분기 보고서,45171089666,15424330727,29746758939,-0.01157002291436573,5190,0.1444321940463065
862,대현,016090,113614,2021.06.21,2021년 1분기 보고서,140971160924,46844984600,94126176324,-0.004571003239575404,2970,0.32
864,슈피겐코리아,192440,917861,2021.06.21,2021년 1분기 보고서,150936312213,40301902108,110634410105,-0.0048076120912319865,57800,-0.0462046204620462
866,대한과학,131220,608316,2021.06.21,2021년 1분기 보고서,19586359885,8056108459,11530251426,-0.002103374144581522,13300,0.05138339920948617
868,엠씨넥스,097520,564562,2021.06.21,2021년 1분기 보고서,330693794589,179189881205,151503913384,0.000909901013047394,47050,-0.15225225225225225
870,웹스,196700,864338,2021.06.21,2021년 1분기 보고서,26734257783,27771666193,-1037408410,0.003472721394084325,7970,2.8225419664268587
872,씨에스윈드,112610,670340,2021.06.21,2021년 1분기 보고서,654420422058,138403132413,516017289645,0.004526253305347368,78300,0.032981530343007916
874,윌비스,008600,104999,2021.06.21,2021년 1분기 보고서,129011189531,137911460137,-8900270606,0.00037525860355924854,2565,0.5267857142857143
876,디티앤씨,187220,675594,2021.06.21,2021년 1분기 보고서,24315310186,65782448181,-41467137995,-0.0030928441377799896,7250,0.015406162464985995
878,메드팩토,235980,1336373,2021.06.21,2021년 1분기 보고서,146194504350,98811901726,47382602624,0.004819176197905854,66600,-0.2508436445444319
880,디알텍,214680,1062867,2021.06.21,2021년 1분기 보고서,52718823179,53652341510,-933518331,-0.0033548707256950846,1830,0.18831168831168832
882,KC코트렐,119650,797364,2021.06.21,2021년 1분기 보고서,160882942816,234782176124,-73899233308,-0.0011566389183850989,7480,-0.22487046632124352
884,엠케이전자,033160,121686,2021.06.21,2021년 1분기 보고서,162046762590,217751116486,-55704353896,-0.01909940672998598,15900,0.41333333333333333
886,태경비케이,014580,122481,2021.06.21,2021년 1분기 보고서,52945357837,71171999776,-18226641939,0.0013671229636063823,4755,0.023681377825618945
888,머큐리,100590,364740,2021.06.21,2021년 1분기 보고서,77780557629,37905940289,39874617340,-0.003614848711763138,10200,0.0
890,한국기업평가,034950,156956,2021.06.21,2021년 1분기 보고서,56527520886,34979326257,21548194629,0.0011112647552883985,87500,-0.012415349887133182
892,세하,027970,133706,2021.06.21,2021년 1분기 보고서,58267573236,100203405610,-41935832374,0.001656729961265636,2160,0.1134020618556701
894,케이디켐,221980,370918,2021.06.21,2021년 1분기 보고서,58578554838,20023739382,38554815456,-0.0003728641095981559,16800,0.09446254071661238
896,일진홀딩스,015860,146649,2021.06.21,2021년 1분기 보고서,12995793879,27240291173,-14244497294,-0.0015993990865388425,5800,0.15308151093439365
898,오킨스전자,080580,543107,2021.06.21,2021년 1분기 보고서,20952895354,29865967485,-8913072131,0.0049495584240301874,22850,-0.22934232715008432
900,키이스트,054780,353762,2021.06.21,2021년 1분기 보고서,38840622947,24918423720,13922199227,-0.0011177353575950657,14750,-0.17597765363128492
902,에코캡,128540,870481,2021.06.21,2021년 1분기 보고서,60186549794,46096660551,14089889243,-0.011072613604030614,4630,0.10369487485101311
904,엘컴텍,037950,242712,2021.06.21,2021년 1분기 보고서,11756899629,7382232893,4374666736,0.0036880786570492037,1565,0.14652014652014653
906,디지털대성,068930,398808,2021.06.21,2021년 1분기 보고서,41765389225,73208706581,-31443317356,-0.00518806684061847,8540,0.042735042735042736
908,한국콜마홀딩스,024720,203290,2021.06.21,2021년 1분기 보고서,57835474401,189104483878,-131269009477,0.0032044147796183356,30200,0.050434782608695654
910,메타바이오메드,059210,317681,2021.06.21,2021년 1분기 보고서,50137427341,53040380498,-2902953157,-0.0047294008480007225,3160,0.264
912,태웅로직스,124560,562245,2021.06.21,2021년 1분기 보고서,121292204677,90116795113,31175409564,0.005261877046908464,9070,0.3476968796433878
914,성보화학,003080,132725,2021.06.21,2021년 1분기 보고서,92178008258,31676756581,60501251677,0.0056868528015860745,5120,-0.07747747747747748
916,엘아이에스,138690,670085,2021.06.21,2021년 1분기 보고서,63566191799,159287593584,-95721401785,-0.014180865036758871,6540,0.18264014466546113
918,아비코전자,036010,138598,2021.06.21,2021년 1분기 보고서,81114333651,16579194473,64535139178,-0.008774725297259733,8260,0.23099850968703428
920,와이엠티,251370,602172,2021.06.21,2021년 1분기 보고서,71828542808,74470770855,-2642228047,-0.0022850960757286446,23350,0.14180929095354522
922,이노테라피,246960,1110182,2021.06.21,2021년 1분기 보고서,16571835260,2522092000,14049743260,-0.007051878230727811,14450,-0.1373134328358209
924,사조씨푸드,014710,124780,2021.06.21,2021년 1분기 보고서,83937953291,99883505674,-15945552383,0.004325173908664744,6410,0.1013745704467354
926,넷마블,251270,904672,2021.06.21,2021년 1분기 보고서,878431236946,1748575286576,-870144049630,0.006389976956985294,134500,0.04263565891472868
928,코아시아옵틱스,196450,1031502,2021.06.21,2021년 1분기 보고서,42542248488,21558260535,20983987953,-0.0022927135851859865,2430,0.18248175182481752
930,뷰노,338220,1344202,2021.06.21,2021년 1분기 보고서,40189621032,6997603301,33192017731,0.0024742956402503615,21050,-0.12291666666666666
932,푸드웰,005670,165103,2021.06.21,2021년 1분기 보고서,43463698155,27666849286,15796848869,0.0035054596495004845,7920,0.03529411764705882
934,브리지텍,064480,359076,2021.06.21,2021년 1분기 보고서,21275953152,8831933204,12444019948,-0.002234825685356478,5100,0.19158878504672897
936,하츠,066130,221728,2021.06.21,2021년 1분기 보고서,75712723708,18281852329,57430871379,3.576751343602934e-05,12500,0.04602510460251046
938,한국카본,017960,159795,2021.06.21,2021년 1분기 보고서,251181162468,96008749147,155172413321,0.0029308280181276564,11850,-0.036585365853658534
940,바이넥스,053030,216027,2021.06.21,2021년 1분기 보고서,102890886182,89322125779,13568760403,0.003739392563615247,20950,-0.18003913894324852
942,동방,004140,115287,2021.06.21,2021년 1분기 보고서,140778583784,407807970693,-267029386909,-0.0007957878756055092,6630,-0.013392857142857142
944,벽산,007210,122898,2021.06.21,2021년 1분기 보고서,106119013730,138835548200,-32716534470,-0.001503762737681497,4210,0.46689895470383275
946,큐로,015590,108746,2021.06.21,2021년 1분기 보고서,114228515223,81091586043,33136929180,-0.0016399749760098168,627,-0.024883359253499222
948,인성정보,033230,229021,2021.06.21,2021년 1분기 보고서,44574385375,29671013940,14903371435,-0.004864155512458755,2395,0.1191588785046729
950,쎄미시스코,136510,763358,2021.06.21,2021년 1분기 보고서,14631133782,13253157447,1377976335,-0.03227175202552589,40700,5.522435897435898
952,신일전자,002700,173698,2021.06.21,2021년 1분기 보고서,65182138147,29225412729,35956725418,0.002036349429755835,1995,-0.09523809523809523
954,GKL,114090,557508,2021.06.21,2021년 1분기 보고서,295007963781,214391589481,80616374300,0.00626101740241313,17000,0.021021021021021023
956,제룡산업,147830,899556,2021.06.21,2021년 1분기 보고서,57869770417,6120943404,51748827013,-0.022214688378696813,9630,0.3916184971098266
958,성창오토텍,080470,486370,2021.06.21,2021년 1분기 보고서,54906878108,47371813500,7535064608,-0.004206270765651598,9990,0.061636556854410204
960,위지윅스튜디오,299900,1276327,2021.06.21,2021년 1분기 보고서,11202827044,24300107547,-13097280503,0.00985616209202376,11600,-0.09727626459143969
962,나스미디어,089600,486097,2021.06.21,2021년 1분기 보고서,261732191295,172731525702,89000665593,-0.0022259805650326854,41700,0.012135922330097087
964,서희건설,035890,219848,2021.06.21,2021년 1분기 보고서,822642744042,503681198200,318961545842,-0.0015647356771893329,2100,0.2883435582822086
966,센코,347000,1023318,2021.06.21,2021년 1분기 보고서,23788210412,6942549912,16845660500,0.0013961333849002969,19650,-0.15845824411134904
968,엘앤씨바이오,290650,1181515,2021.06.21,2021년 1분기 보고서,40672147988,18704381399,21967766589,-0.011585555271267993,33100,-0.008982035928143712
970,원림,005820,143794,2021.06.21,2021년 1분기 보고서,37653955272,27025784245,10628171027,-0.002701853319445435,26850,0.19866071428571427
972,모나미,005360,121288,2021.06.21,2021년 1분기 보고서,40844800789,96507752298,-55662951509,-0.0002621270980267968,5800,0.1089866156787763
974,세경하이테크,148150,913689,2021.06.21,2021년 1분기 보고서,47269316112,126169941663,-78900625551,-0.0009816005408193635,21050,-0.016355140186915886
976,네이처셀,007390,117276,2021.06.21,2021년 1분기 보고서,55365253242,25327612689,30037640553,-0.05360953202031499,22100,1.2166499498495487
978,자이글,234920,1020524,2021.06.21,2021년 1분기 보고서,21527353492,11122376683,10404976809,0.004427725303079928,4795,0.22321428571428573
980,일성건설,013360,146232,2021.06.21,2021년 1분기 보고서,174166277827,262164542763,-87998264936,-0.00031829110582196204,2760,0.9166666666666666
982,비올,335890,1406618,2021.06.21,2021년 1분기 보고서,23853404793,7288543281,16564861512,-0.00746178475951542,2425,0.11238532110091744
984,일양약품,007570,146454,2021.06.21,2021년 1분기 보고서,360931205336,3564134488,357367070848,-0.001881419193540772,37800,0.1437216338880484
986,팜스코,036580,260408,2021.06.21,2021년 1분기 보고서,366800902748,493274729850,-126473827102,0.003948905299581813,7100,0.0070921985815602835
988,디에이피,066900,303192,2021.06.21,2021년 1분기 보고서,82844592499,125075145890,-42230553391,-0.003256576837971173,4095,-0.09801762114537445
990,한일사료,005860,162911,2021.06.21,2021년 1분기 보고서,35456456267,24290207497,11166248770,0.007215800337180824,2440,0.25773195876288657
992,SG,255220,963976,2021.06.21,2021년 1분기 보고서,102942485629,149136411372,-46193925743,-0.005410318205678376,2625,0.3815789473684211
994,한솔케미칼,014680,140955,2021.06.21,2021년 1분기 보고서,328114162696,395397382268,-67283219572,-0.0001909742033098234,249500,0.035269709543568464
996,오스테오닉,226400,1082348,2021.06.21,2021년 1분기 보고서,41579405974,29321154391,12258251583,-0.0006214915725174777,4135,0.04949238578680203
998,에코마케팅,230360,1029394,2021.06.21,2021년 1분기 보고서,120889320773,34347352076,86541968697,-0.004687770445593181,25400,-0.034220532319391636
1000,디지틀조선,033130,231442,2021.06.21,2021년 1분기 보고서,50908330437,6816382749,44091947688,-0.00010886918231391016,5050,0.5805946791862285
1002,큐에스아이,066310,411446,2021.06.21,2021년 1분기 보고서,28252343037,21836029487,6416313550,0.0032181651974405464,16150,-0.02710843373493976
1004,앱코,129890,1207716,2021.06.21,2021년 1분기 보고서,106627796596,50162268122,56465528474,-0.00825314560617604,24050,-0.05128205128205128
1006,명성티엔에스,257370,1144569,2021.06.21,2021년 1분기 보고서,32322549006,33672884254,-1350335248,0.0,9210,0.0
1008,유니테크노,241690,531865,2021.06.21,2021년 1분기 보고서,45482820607,50079003295,-4596182688,0.0008625589194695155,6950,0.054628224582701064
1010,세화피앤씨,252500,1169267,2021.06.21,2021년 1분기 보고서,24618768600,5933683275,18685085325,-0.0022830702887984724,4325,0.11325611325611326
1012,비덴트,121800,693651,2021.06.21,2021년 1분기 보고서,66017504171,138060122696,-72042618525,0.006907442886830949,8740,-0.362043795620438
1014,일성신약,003120,146214,2021.06.21,2021년 1분기 보고서,272764703459,26307937034,246456766425,0.0018197944612177587,85000,0.03532277710109622
1016,하나머티리얼즈,166090,660750,2021.06.21,2021년 1분기 보고서,110039506934,166274332275,-56234825341,-0.012841779875942568,45600,0.17374517374517376
1018,포스코강판,058430,155258,2021.06.21,2021년 1분기 보고서,297777984328,237513328932,60264655396,-0.0061691798031534816,62600,1.162348877374784
1020,지엔코,065060,258102,2021.06.21,2021년 1분기 보고서,42569323296,83454350932,-40885027636,0.0026827672526646917,917,-0.0671414038657172
1022,옵티팜,153710,971726,2021.06.21,2021년 1분기 보고서,25156085316,8327484014,16828601302,0.003938059639365771,13500,0.2796208530805687
1024,신세계인터내셔날,031430,234412,2021.06.21,2021년 1분기 보고서,388089924072,477183748457,-89093824385,0.011198751820333759,204500,0.009876543209876543
1026,유비쿼스홀딩스,078070,411385,2021.06.21,2021년 1분기 보고서,12167944976,6515230910,5652714066,-0.0018026408071034185,21150,-0.027586206896551724
1028,흥국,010240,167031,2021.06.21,2021년 1분기 보고서,42703452102,22979156330,19724295772,-0.00019759854119554227,9080,-0.04219409282700422
1030,미창석유공업,003650,122056,2021.06.21,2021년 1분기 보고서,239051138905,48892565763,190158573142,0.0039818028612971495,83600,0.12365591397849462
1032,범양건영,002410,122694,2021.06.21,2021년 1분기 보고서,65108112652,40435274665,24672837987,-0.005201336331896666,4235,0.015587529976019185
1034,대한제분,001130,113243,2021.06.21,2021년 1분기 보고서,244923230691,92496818829,152426411862,-0.006106404421183135,183500,0.2440677966101695
1036,에쎈테크,043340,203209,2021.06.21,2021년 1분기 보고서,29499463008,41939347567,-12439884559,-0.0025636808408149693,1375,0.09126984126984126
1038,덱스터,206560,1021949,2021.06.21,2021년 1분기 보고서,27506564385,12674068000,14832496385,-0.004440626978206852,7900,-0.014962593516209476
1040,덴티스,261200,1187494,2021.06.21,2021년 1분기 보고서,51318388946,58551108336,-7232719390,-0.015375307636868361,15150,6.180094786729858
1042,JW생명과학,234080,225706,2021.06.21,2021년 1분기 보고서,52040189813,88762134064,-36721944251,-0.002279806806731854,19250,0.013157894736842105
1044,에이스토리,241840,975290,2021.06.21,2021년 1분기 보고서,49413204657,20558018468,28855186189,0.014803700242987192,32600,-0.33874239350912777
1046,보광산업,225530,568461,2021.06.21,2021년 1분기 보고서,53289716410,59501564472,-6211848062,-0.0026710134788798605,7610,0.1224188790560472
1048,이엔에프테크놀로지,102710,530185,2021.06.21,2021년 1분기 보고서,126673001449,102877609171,23795392278,0.002714280369619995,35400,-0.10718789407313997
1050,인텔리안테크,189300,664181,2021.06.21,2021년 1분기 보고서,83033896069,78977233470,4056662599,-0.0014725623237776162,65000,-0.02694610778443114
1052,원익IPS,240810,1135941,2021.06.21,2021년 1분기 보고서,785148224223,569208216712,215940007511,0.002076991843684999,48500,-0.061895551257253385
1054,비피도,238200,1109070,2021.06.21,2021년 1분기 보고서,42308932587,3161656941,39147275646,-0.02454444097028185,13300,-0.4647887323943662
1056,대림비앤코,005750,109754,2021.06.21,2021년 1분기 보고서,126971880170,172561703852,-45589823682,0.003365760985973528,7670,0.18
1058,유니트론텍,142210,879020,2021.06.21,2021년 1분기 보고서,80725479933,63210690464,17514789469,0.00352415272555169,7120,-0.024657534246575342
1060,서원,021050,131197,2021.06.21,2021년 1분기 보고서,80694915497,115372214895,-34677299398,-0.0016277276930909295,2645,0.058
1062,천랩,311690,1071041,2021.06.21,2021년 1분기 보고서,36710413265,39455319190,-2744905925,0.002315210927304056,31000,-0.06060606060606061
1064,씨이랩,189330,991298,2021.06.21,2021년 1분기 보고서,25154610220,3246991208,21907619012,0.014591958118849141,44300,-0.027442371020856202
1066,미래컴퍼니,049950,447760,2021.06.21,2021년 1분기 보고서,77735695768,40240795916,37494899852,0.0030683658165693226,32000,-0.016897081413210446
1068,랩지노믹스,084650,545114,2021.06.21,2021년 1분기 보고서,89989237105,34537432695,55451804410,-0.007562736903642032,24150,0.40406976744186046
1070,티웨이항공,091810,671376,2021.06.21,2021년 1분기 보고서,93957268700,613364577273,-519407308573,0.012229534006903738,4340,0.5555555555555556
1072,에이팩트,200470,667425,2021.06.21,2021년 1분기 보고서,19779573035,59151867481,-39372294446,0.000853079196245271,7310,0.12808641975308643
1074,유수홀딩스,000700,163691,2021.06.21,2021년 1분기 보고서,196650993052,65104530000,131546463052,0.00742189411809815,7060,0.103125
1076,쎌바이오텍,049960,357430,2021.06.21,2021년 1분기 보고서,63851914464,3563272742,60288641722,-0.004411253632690665,20600,0.11653116531165311
1078,에스피시스템스,317830,624749,2021.06.21,2021년 1분기 보고서,25949379523,18862368182,7087011341,0.0009153287582594138,7500,0.034482758620689655
1080,삼목에스폼,018310,125646,2021.06.21,2021년 1분기 보고서,162212283892,53458842836,108753441056,0.00601534581711593,15900,0.148014440433213
1082,씨티케이코스메틱스,260930,1144028,2021.06.21,2021년 1분기 보고서,98655532807,25195957896,73459574911,0.006608014460038881,9220,-0.07615230460921844
1084,호전실업,111110,226316,2021.06.21,2021년 1분기 보고서,153959892215,106835169735,47124722480,0.0004822769871547125,14300,0.4088669950738916
1086,JW홀딩스,096760,632304,2021.06.21,2021년 1분기 보고서,55830840832,197296149377,-141465308545,0.0034970178536128825,4560,0.0010976948408342481
1088,맥스로텍,141070,678096,2021.06.21,2021년 1분기 보고서,6022306979,37700507831,-31678200852,0.00037084024592563234,743,0.0
1090,옵트론텍,082210,327396,2021.06.21,2021년 1분기 보고서,86528323074,140509967513,-53981644439,0.0005218632182084878,8180,-0.09613259668508287
1092,유바이오로직스,206650,927558,2021.06.21,2021년 1분기 보고서,66294862952,58684951959,7609910993,0.0023016469906663142,38050,0.8606356968215159
1094,디티알오토모티브,007340,116949,2021.06.21,2021년 1분기 보고서,81151436524,43003489560,38147946964,-0.006045956895343886,40450,0.30064308681672025
1096,한신기계공업,011700,162072,2021.06.21,2021년 1분기 보고서,60843290278,10215595826,50627694452,-0.006472781425458313,2745,0.17307692307692307
1098,아진산업,013310,139083,2021.06.21,2021년 1분기 보고서,152792784686,228821885258,-76029100572,0.0054944935943833815,3715,0.0
1100,에이아이비트,039230,295370,2021.06.21,2021년 1분기 보고서,21265647167,9792389489,11473257678,-0.0019285714285714284,543,2.0
1102,SNT중공업,003570,134477,2021.06.21,2021년 1분기 보고서,441811187894,238930966874,202880221020,0.0008973825833451633,10200,0.36
1104,내츄럴엔도텍,168330,923792,2021.06.21,2021년 1분기 보고서,51270881820,-27632155417,78903037237,0.0,2525,0.0
1106,SNT모티브,064960,398792,2021.06.21,2021년 1분기 보고서,651118251794,365537575143,285580676651,0.00019939445821002378,66800,0.07568438003220612
1108,SNT에너지,100840,648721,2021.06.21,2021년 1분기 보고서,197168831493,88522321413,108646510080,-0.007764142046776919,23750,0.3418079096045198
1110,보성파워텍,006910,267881,2021.06.21,2021년 1분기 보고서,60524949787,30315653382,30209296405,-0.03186107264438212,5280,1.0828402366863905
1112,한진,002320,163512,2021.06.21,2021년 1분기 보고서,559406236914,1386949744292,-827543507378,-0.0014185626774642249,43000,0.0
1114,싸이토젠,217330,1046391,2021.06.21,2021년 1분기 보고서,21379633030,10200279761,11179353269,0.005111767982818124,48300,-0.18135593220338983
1116,진로발효,018120,170877,2021.06.21,2021년 1분기 보고서,58230351931,19721585767,38508766164,0.0021414552237194284,33250,0.0589171974522293
1118,모두투어리츠,204210,1035289,2021.06.21,2021년 1분기 보고서,5298964439,65540712160,-60241747721,0.002228031220585548,4915,0.4455882352941177
1120,동부건설,005960,115612,2021.06.21,2021년 1분기 보고서,348154183826,343130954285,5023229541,-0.00022181445012428602,13800,0.026022304832713755
1122,이엔코퍼레이션,066980,389998,2021.06.21,2021년 1분기 보고서,95345545298,8979909500,86365635798,-0.0008680733256218153,12150,0.04741379310344827
1124,알리코제약,260660,447007,2021.06.21,2021년 1분기 보고서,64891581012,31760323495,33131257517,0.06395235097627631,9550,-0.17672413793103448
1126,한신공영,004960,162063,2021.06.21,2021년 1분기 보고서,975404088122,1106392036430,-130987948308,0.0014488243477524345,24450,0.21339950372208435
1128,석경에이티,357550,921916,2021.06.21,2021년 1분기 보고서,15717197584,5835818071,9881379513,-0.00425190239000012,19900,-0.019704433497536946
1130,릭스솔루션,029480,186452,2021.06.21,2021년 1분기 보고서,25138072421,25587719077,-449646656,-0.007558666179235164,592,-0.06329113924050633
1132,대성에너지,117580,787376,2021.06.21,2021년 1분기 보고서,197273176188,376063455164,-178790278976,-0.00420183316471208,7080,0.313543599257885
